Username,ID,SurveyDate,Level,Wins,VIP,Title,Effect,Pet,Death,GearEquipped,ISO
yuxqts,3565398206,2024/12/21,53,2760,n,Imbecile,Sprinkling Snowflakes,Hammy the Hamster,Eggify,"Snowball | Spider Flinger | Christmas Tree Lights | Frying Pan | Alpaca Plushie | The Midas Glove | Monster Friend | Eggshot | Egg Locater | Otherworldly Sceptre | Saxophone | Stop Hitting Yourself | A Very Special Monster | Bongos | Staff of Double Disasters | Pumpkin Bucket | Director's Clapboard | Ham Bone | Tambourine | Limb Stretching Spell | Santa | Big Flower | Christmas Tree Launcher | Ghost Bag | RoVacuum | Cursed Mummy Friend | Frisbee | RedBLOX | Police Badge | Misfortune Cookie | Sonic Boom Tuba | Chocolate Bunny | Christmas Cookie | Snowball Cannon | Bauble Detector | Banjo | War Rocks | Pest Hammer | Paint Grenade | Cymbals | Hot Chocolate | Fortune Telling Eight Ball | Skele-tar | Cherry Pie | Meteor Staff | Basketball | Retro Candy | Protest Sign: Pro Fake Mustache | Roblox Snowglobe | Red Balloon | Protest: More Gear Nao | Jack Frost | Magical Umbrella | Pumpkin Gun | Ancient Firecracker | Egg Hammer | Soul Lantern | Green Epicsauce | Protest Sign: Noobs | Protest Sign: Eggs are for eating | Chick Horde | Discus | Halloween Sparkler | Rolling Pin | R-80",826
woozybri,923799679,2024/06/01,53,2760,n,Suspect,Zzzz,Cat,Pop,"Dragonshead Cannon | Killer Whale Launcher | Love Hurts Ray Gun | Alpaca Plushie | Confetti Cannon | Green Epicsauce | Skull Gun | Necromancer Staff | Stop Hitting Yourself | Lightblox Jar",840
ShioDayo,146623927,2024/09/29,53,2760,y,Kawaii,Egg Trio,Evil Duck,,"Stop Hitting Yourself | April Showers | Soul Lantern | Bighead Potion | Hot Chocolate | Necromancer Staff | Item of Sentiment | Staff of the Woodlands",036
OofedStxrlight,1193423479,2024/08/02,53,2760,n,Suspect,White sparkles,Skeleton Cat,,"Lucky Harp | Fake C4 | Snowball | Christmas Tree Lights | Throwing Barrel | Marching Drum | Skeleton Foam Finger | Squid Launcher | Red Pirate Juice | Metal Detector | Noise Maker | Magical Umbrella | Epic Popper | Pest Hammer | Saxophone | Epicsauce | Cymbals | Pinata Bat | Hot Chocolate | Clown Bomb | Silly Guitar | Tambourine | Sakura Parasol | Santa | Roblox Snowglobe | Item of Sentiment | Sparkler | Heart Balloon | Stop Hitting Yourself | Big Flower | Bugle | Flower Feet | Soul Lantern | Frosty the Snowfriend | Slush Cannon | The Christmas Creep | Slurpee | Jingle Bells | Tiger Warrior Club | Ra'k Guitar | Dragonshead Cannon",826
ghoulxxp,4148705323,2024/10/21,53,2759,y,Ghostly,Ghost Ring,Ghost Puppy,,"Soul Lantern | Christmas Tree Launcher",756
MaidMyla7,89675109,2024/10/06,53,2759,n,shrugface,,Rat,Pop,"Ultra-Flat Spray Paint | Torch | Staff of the Woodlands | Alpaca Plushie | Flower Feet | Clown Gun | Saxophone",372
aksikoo,1369515217,2024/12/23,53,2759,y,bearface,Easter Aura,Evil Snowman,Big Bunny,"Neon Laser Launcher | Frosted Santa | Alpaca Plushie | Bandit Dog | Otherworldly Sceptre | Mariachi Guitar | Flower Feet | Throwing Bolts | Epicsauce | Dragon Plushie | Staff of Neverending Frost | Crab Horde | Chick Horde | Hand Cannon | Bauble Staff | The Christmas Creep | RedBLOX | Starfish | Rock It Guitar | Stop Hitting Yourself | Throwing Barrel | EPIC Stamper | Christmas Cookie | Christmas Tree Launcher | Snowball Cannon | Powerful Paintbrush | Spook Launcher | Red Pirate Juice | Bauble Detector | Robo Companion | Red Foam Finger | The Fiery Sun | Jack Frost | Pest Hammer | Pumpkin Gun | Science Project: Volcano | Beast Claws | Hot Chocolate | Big Stick | Silly Guitar | Frosty the Snowfriend | War Rocks | Roblox Snowglobe | Speech Bubble | Winter Snowfall | Santa | Selfie Stick | Annoying Elf | Punk Wrist Cuff | Ticket Launcher | Protest Sign: Pro Fake Mustache | Snowball | Jingle Bells | Ra'k Guitar | Spell Book of Ice Cold Revenge",826
waIkthruthewoods,663674786,2024/11/30,53,2759,n,Evil,Epic faces,Fluffy Unicorn,Ascend,"Pest Hammer | Waffle | AFK Sign | Sign: This Is Epic | Dance Potion | Alpaca Plushie | Teddy Bloxpin | Monster Mash | Chocolate Milk | Metal Guitar",840
r0se1ie,158900801,2024/08/18,53,2759,n,Missionary,,Ocelot,Disco,"April Showers | Otherworldly Sceptre | Torch | Compass | Saxophone | Staff of the Woodlands",036
sasha_nx,2048208112,2024/12/23,53,2759,n,INSOMNIAC,Fairy Wings,Little Bunny,Disco,"Pirate Hook | Bauble Staff | Frosted Santa | Squid Launcher | Christmas Tree Launcher | Bandit Dog | Selfie Stick | Ink Launcher | Bauble Detector | Bighead Potion | Ticket Launcher | Annoying Elf | Noob Hot Chocolate | Pest Hammer | Ra'k Guitar | Christmas Tree Lights",840
mysantuy,1260514944,2025/01/03,53,2759,n,.,Cosmic Trail,,Top of Tree,"Snowman Gun | Protest Sign: Pro Fake Mustache | Science Project: Volcano | Snowball Cannon | Bauble Detector | Stop Hitting Yourself | R-80 | Hand Cannon | Chicken Gun | Saxophone",360
3Iysium,1615486720,2024/11/12,53,2759,n,Silly,Black sparkles,,Ascend,"Panda Friend | Spider Flinger | Alpaca Plushie | Shark Launcher | Carnagecopia | The Christmas Creep | Monster Friend | Otherworldly Sceptre | Megagavel | Epic Popper | Chocolate Milk | Saxophone | Epicsauce | Shrunken Head | Pumpkin Bucket | Starfish | Ham Bone | Tambourine | Chick Horde | Big Flower | Christmas Tree Launcher | Whoopee Cushion | Frisbee | RedBLOX | Basketball | Fake C4 | Foam Finger | Pizza | Electric Blue | Magical Umbrella | Bacon Launcher | BANG! | Pest Hammer | Stop Hitting Yourself | Paint Grenade | Pumpkin Gun | Chimp Friend | Cymbals | Pinata Bat | Bugle | Killer Whale Launcher | AFK Sign | Soul Lantern | Cherry Pie | Helen The Hiphipapotamus | Teddy Bloxpin | Retro Candy | Shade Potion | Fortune Telling Eight Ball | R-80 | The Celebrator | Chicken Gun | Protest Sign: Noobs | Spray Paint | Brighteyes's Sparkling Shillelagh | War Rocks | Ra'k Guitar | Rainbow Fireworks",840
Hngtinnn,5113317418,2024/09/06,53,2758,n,Cute,The Yellow Strange,Ollie Octopus,Skeletonize,"Starfish | Big Flower",704
forg3t0urfxuture,697891155,2024/06/30,53,2758,n,Cupid,Blackholes,Bat,Spaghettificate,"Monster Mash | Item of Sentiment",840
victerogamerpro,1007227631,2024/12/19,53,2758,n,INSOMNIAC,North Star,Evil Snowman,Top of Tree,"Laser Finger Pointers | Snowball | Shark Launcher | The Christmas Creep | Lightning Wand | Otherworldly Sceptre | Noise Maker | Epic Popper | Yellow Snowball | Stop Hitting Yourself | Breath of Ice | Staff of Neverending Frost | The Celebrator | Red Stratobloxxer | Slush Cannon | RoVacuum | Whoopee Cushion | Frisbee | Meteor Staff | Protest Sign: Pro Fake Mustache | Pirate Hook | Throwing Barrel | 8-Bit Ninja Stars | Squid Launcher | Snowball Cannon | Bauble Detector | Frost Potion | Taco | Metal Detector | Protest Sign: Touch Grass | Torch | Bacon Launcher | Megaphone | Pest Hammer | Paint Grenade | Dragonshead Cannon | Pinata Bat | Bauble Staff | Neon Laser Launcher | Boxing Glove Launcher | Roman Candle | Cherry Pie | Science Project: Volcano | Epicsauce | Shrunken Head | R-80 | Roblox Snowglobe | Rolling Pin | Winter Snowfall | Wooden Sword | Ultra-Flat Spray Paint | Magical Umbrella | Green Epicsauce | Bloxxy Radar | Face Off Potion | Protest Sign: Noobs | Drone | Spinning Robot Helmet | Beast Claws | Staff of the Woodlands | Frosted Santa",484
AdonisTeddy,1092241924,2024/10/11,53,2758,n,:-),Mystic Cloud,Stick Friend,Burn,"Skull Gun | The Fiery Sun | Laser Finger Pointers | Drone | Fire Extinguisher | Dragonshead Cannon | Bighead Potion | Torch | 8-Bit Staff | Necromancer Staff | Item of Sentiment | Stop Hitting Yourself | Paint Grenade",458
Morales_Edu,2267881068,2024/12/04,53,2758,n,NPC,Crimson Array,Mini Typical,Mined,"Neon Laser Launcher | Super Slash Cat Claws | Caltrops | RC Tank | Stop Hitting Yourself | Speech Bubble",604
Kata21219,2629149611,2024/08/11,53,2757,n,GAMER,Burning Flames,,Comic Thwack,"Baseball Bat | Dance Potion | Otherworldly Sceptre | Beach Staff | Beach Ball | Silly Guitar | Metal Guitar | Soul Lantern",804
HorribleVertigo,32686674,2024/06/12,53,2757,n,,,,,"Dragonshead Cannon | Disguise Watch | Flower Feet | Torch | Lightblox Jar | Bugle | Didgeridoo | Metal Guitar | Staff of the Woodlands",840
soulholes,1572922213,2025/01/02,53,2757,n,,,,Shatter,"Annoying Elf | Dance Potion | Didgeridoo | Cymbals | Cake | Snowman Gun | Bundle of TNT | Metal Guitar | Snowball Launcher | Monster Mash",440
TheBadtimeSaiyan,87121635,2024/11/28,53,2757,n,Naughty,Purple Lightning Storm,Kawaii Cat,Terminate,"Stop Hitting Yourself | RoVacuum | Otherworldly Sceptre | TOMATOES! | Hot Dog",840
s9eph,136658735,2024/07/15,53,2756,n,Good,,Sparkles the Flying Unicorn,,"Dragonshead Cannon | Laser Finger Pointers | Pinata Bat | Monster Mash | AFK Sign | Clown Gun | Stop Hitting Yourself | Saxophone",036
leopardfur4,1402838965,2024/10/29,53,2756,n,Princess,Ducks,Fancy Duck,Drop Stars,"Witches Brew | Bloxilicious Bubble Gum | Chimp Friend | Big Stick | Flute | Torch | Face Off Potion | Monster Mash | Saxophone | Didgeridoo",724
g0thicf4iry,162807112,2025/03/01,53,2756,n,Idol,,Kawaii Cat,Separate,"Stop Hitting Yourself | Staff of the Woodlands",840
m0chiess,2021101923,2024/11/24,53,2756,y,Nametag,Ice Aura,Snowman,Avalanche,"Otherworldly Sceptre | Rat Plague Summoner | Magical Umbrella | Bacon Launcher | Ra'k Guitar",826
romina097,175185808,2024/12/26,53,2756,n,Princess,Cosmic Trail,Cactus Cat,Drop Stars,"Snowball Cannon | Pom-Poms | Slushie",840
TheFateOfWandering,891245007,2025/01/11,53,2756,y,Extrovert,Epic faces,Lil Obsy,Bullet Barrage,"Bauble Detector | Otherworldly Sceptre | Snowball Cannon",616
DER_P,119426701,2024/08/09,53,2756,n,,,,The Claw,"Laser Finger Pointers | Otherworldly Sceptre | Chicken Gun",826
Ax0niL,1761962323,2024/10/31,53,2756,n,Silly,Corrupted Aura,,Spaghettificate,"Spider Flinger | Alpaca Plushie | Item of Sentiment | Soul Lantern | Metal Guitar",804
cal_maximoff,700684792,2025/02/23,53,2756,y,shrugface,,Pink Possum,Lightning,"The Midas Glove | Staff of Neverending Frost | Limb Stretching Spell | Berry Sweet Boba | Staff of the Woodlands",840
Mariacraft212,106143543,2024/12/03,52,2755,n,Frosty,Ice Aura,Fox,Camouflage,"Protest Sign: Noobs | Fake C4 | Sparkler | Torch",620
hOlaxd_456,2270154030,2024/12/14,52,2755,n,,,,,"Epicsauce | Laser Finger Pointers | Fire Extinguisher | Chocolate Bunny | Haunted Pizza | Throwing Barrel | Protest Sign: Eggs are for eating | Tambourine | Protest Sign: Egg Hunt Nao | Item of Sentiment | Rolling Pin | Eggshot | Dragonshead Cannon | Green Epicsauce | Stop Hitting Yourself | Cymbals | Flute | Sparkler | Magical Umbrella | Halloween Sparkler | Witches Brew | April Showers | Eggstaff | Staff of the Woodlands",484
ffumbled,945503231,2024/05/05,52,2755,n,INSOMNIAC,Vampiric Epic faces,Epic Pumpkin,Shark Attack,"Stop Hitting Yourself | Laser Finger Pointers | Moneybag | Metal Guitar | Megagavel | Protest Sign: Noobs | Item of Sentiment | Teddy Bloxpin | Big Flower",840
Veysel_t,438602386,2024/11/01,52,2755,y,,,,Curse,"Otherworldly Sceptre | Soul Lantern | Slush Cannon",792
tarik2009tarik,886371832,2025/02/19,52,2755,n,Destined,Purple Slashes,Big Friendly Bee,Terminate,"Bloxilicious Bubble Gum | Basketball | Fake C4 | Foam Finger | Disguise Watch | Item of Sentiment | Tom's Beans | Frost Potion | Otherworldly Sceptre | Taco | Sparkler | Torch | Magical Horseshoe | Chocolate Milk | Saxophone | Staff of the Woodlands | Cymbals | Double Cheezburger | Bongos | Caltrops | Clown Bomb | RedBLOX | Cherry Pie | Didgeridoo | Tambourine | Bloxiade | Teddy Bloxpin | Whoopee Cushion | Big Flower | Pest Hammer | Drone | Wooden Sword | Ultra-Flat Spray Paint | Chameleon Potion | R-80 | Bugle | Ancient Firecracker | Bloxxy Radar | Protest Sign: Noobs | Noise Maker | Spinning Robot Helmet | Jingle Bells | BANG! | Giant Ninja Star | Frisbee",804
ellieandevanx,1753880411,2024/10/10,52,2755,n,,,,,"Slush Cannon | Protest Sign: Save the Noobs | Whoopee Cushion",826
alisson176,268951180,2024/10/21,52,2754,n,Destined,Conscience,Red Soul,,"Spider Flinger | Pumpkin Bucket | Cursed Mummy Friend | Soul Lantern | Epiczza | Saxophone | Pumpkin Gun",218
mszynka15,915421186,2024/12/20,52,2754,n,Epic,,Rainbow Phoenix,Explode,"Stop Hitting Yourself | Dragonshead Cannon",616
na3eem,98942829,2024/06/20,52,2754,n,Talented,,Turtle,Abduct,"Bloxilicious Bubble Gum | Police Badge | Foam Finger | Apple Pie | Compass | Egg Locater | Pizza | Ink Launcher | Egg Hammer | Magical Umbrella | Chocolate Milk | Starblox Latte | Paint Grenade | RedBLOX | Noise Maker | Metal Guitar | Eggstaff | Fortune Telling Eight Ball | Tiger Warrior Club | Pom-Poms | Starfish | Protest Sign: Eggs are for eating | Bloxiade | Goblet | Teddy Bloxpin | Green Epicsauce | Chick Horde | Big Flower | Protest Sign: Noobs | Staff of the Woodlands | BANG! | Selfie Stick | Latke | Ancient Firecracker | Tambourine | Ultra-Flat Spray Paint | Ticket Launcher | Bugle | Whoopee Cushion | Spinning Robot Helmet | Heart Balloon | Spray Paint | Pest Hammer | Chocolate Bunny",840
NikeShoeUser4,445746285,2025/01/09,52,2754,n,,Ghast,Little Penguin,Halrog of Prey,"Annoying Elf | Carnagecopia | Bag O Christmas Tree Seeds | Crab Horde | Snowball Cannon | Bauble Detector | Snowman Gun | Science Project: Volcano | Mega Mallet",840
4zoklo,105810872,2024/07/24,52,2753,y,,Blue sparkles,Hula Dog,Drop Coins,"Starblox Latte",124
kedsper,693680321,2024/11/04,52,2753,n,Princess,Steam Ring,,Disco,"Stop Hitting Yourself | BANG!",484
Ramitrax9020XD,1713738631,2024/10/12,52,2753,n,Bold,Dark Sprite,Halrog,Spaghettificate,"Monster Mash | Saxophone | Didgeridoo",484
iSennaChani,302854860,2024/12/24,52,2753,n,,,Hammy the Hamster,Lightning,"Misfortune Cookie | Squid Launcher | Snowball Cannon | Bauble Detector | Torch | Pest Hammer | Cymbals | Hot Chocolate | Waffle | Halloween Sparkler | Red Balloon | Winter Snowfall | Science Project: Volcano | Soul Lantern | Bunch of Balloons | Otherworldly Sceptre",360
piixely,1080942854,2024/11/01,52,2753,n,bearface,,Halrog,Shatter,"Alpaca Plushie | Megagavel | Pest Hammer | Pumpkin Gun | Ra'k Guitar | Green Epicsauce | Soul Lantern",372
Virulouz,1251672819,2024/04/08,52,2753,y,Crackerjack,Jack O' Trio,Dark Pegasus,Flatten,"Annoying Elf | Chicken Gun | Pumpkin Gun | Cymbals | Double Cheezburger | Sea Sorcerer Staff | Menacing Mage Energy Ball | Mega Mallet | Jack Frost",840
p1vushiees,1511990746,2025/01/20,52,2753,n,,,Halrog,The Claw,"Basketball | Cake | Fortune Telling Eight Ball | Waffle | Throwing Barrel | Teddy Bloxpin | Big Flower | Bauble Detector | Ultra-Flat Spray Paint | Torch | Item of Sentiment | Pest Hammer | Bundle of TNT",840
CheetahGurl92,570383958,2025/02/08,52,2753,n,Brave,,,Disco,"",840
SnoWhiteChaos,106524153,2024/11/22,52,2753,y,INSOMNIAC,,,Pop,"Skull Gun | Silly Guitar | Teddy Bloxpin | Item of Sentiment | Lightning Wand | Egg Locater | Big Flower | Bug Net | Bonk Bat | Staff of the Woodlands",840
Cocx_N,298065377,2024/10/20,52,2752,n,Imbecile,Conscience,Winter Fairy,Bird of Prey,"Soul Lantern",222
ZERO78324,2370895380,2024/07/24,52,2752,y,Overseer,Lightning Cloud,Little Kangaroo,Sleigh of Prey,"Otherworldly Sceptre | Mega Mallet | Soul Lantern",840
Lendry201,696445439,2024/04/01,52,2752,n,.,Easter Eggs,Bunny Egg,Eggify,"Stop Hitting Yourself | Egg Locater | Chocolate Bunny | Eggstaff | Protest Sign: Eggs are for eating",604
isiantcanguz,612746075,2024/11/06,52,2751,n,Smitten,Hearts,Rat,Vanish,"Stop Hitting Yourself | Drone | Killer Whale Launcher | Flower Feet | Apple Pie | Ultra-Flat Spray Paint | Zombie Protest Sign",152
thebrahamabull,30488628,2024/12/09,52,2751,y,NPC,,,,"Stop Hitting Yourself | Fake C4 | Clown Bomb | Banjo | Didgeridoo | Dance Potion | Saxophone | The Christmas Creep | Bugle | Bonk Bat",826
sowxsow,612597162,2024/12/19,52,2751,n,Demigod,,,,"Snowball Cannon | Staff of the Woodlands",250
Phonezx2004JR,1066529243,2024/11/25,52,2751,y,Evil,Purple Slashes,Brilliant Crown,Abduct,"Bongos | Green Balloon | Megaphone",484
playertaken2,226546877,2025/01/20,52,2751,n,Epic,,,Ascend,"Stop Hitting Yourself | Drone | April Showers | Flower Feet | Torch | Dragonshead Cannon | Staff of the Woodlands",840
CyI3rs,1230416010,2024/09/14,52,2751,n,uhhactually,Strawberries,Round Cat,Drop Stars,"Ink Launcher | Sign: This Is NOT Epic | Otherworldly Sceptre | Shark Launcher",388
SpaceTaco51,612938755,2024/06/13,52,2750,n,,,,,"Stop Hitting Yourself | Protest Sign: Noobs | Dance Potion | Saxophone",840
TaylorSwift6661989,727557333,2024/09/01,52,2750,n,Eggceptional,Egg Trio,Red Eye,Lightning,"Bloxilicious Bubble Gum | Laser Finger Pointers | Disguise Watch | Frost Potion | Noise Maker | Torch | Pest Hammer | Starblox Latte | Staff of the Woodlands | Stop Hitting Yourself | Hedgehog Friend | Didgeridoo | Ra'k Guitar | Eggstaff | Foam Finger | Clown Bomb | Silly Guitar | Protest Sign: Eggs are for eating | Big Flower | Teddy Bloxpin | Santa | Metal Guitar | Wooden Sword | Green Epicsauce | Epicsauce | Ticket Launcher | Science Project: Potato | R-80 | Frosted Santa | Saxophone | Cursed Mummy Friend",702
Sayanlyga,345931243,2024/08/21,52,2750,y,Nametag,Aura,Herbert T. Shark,Shark Attack,"",704
Linsberrie,644289927,2024/11/11,52,2750,n,.,,,,"Staff of the Woodlands",840
int7rlude,622044731,2025/03/10,52,2749,n,Kawaii,Love Aura,,Cupid's Arrow,"PE Whistle | Berry Sweet Boba | Dozens of Dinosaurs",752
CyfralCoot,568933665,2024/09/23,52,2749,n,7th Seasoneer,Global Snowglobe,Robot Spider,Flatten,"Dragonshead Cannon | Staff of Neverending Frost | Alpaca Plushie | Otherworldly Sceptre | Ink Launcher | Speech Bubble | Slush Cannon | Epic Popper | Stop Hitting Yourself",643
QuesteTheCitty,587931268,2025/01/14,52,2749,n,eyesnlips,,Herbert T. Shark,Shark Attack,"Winsome Wizard Wand | Basketball | Pirate Hook | Chocolate Bunny | Spider Flinger | Frosted Santa | Dance Potion | Monster Mash | Eggshot | Bauble Detector | Frost Potion | Otherworldly Sceptre | Noise Maker | Pest Hammer | Starblox Latte | Stop Hitting Yourself | Cymbals | Eggstaff | Fortune Telling Eight Ball | Halloween Sparkler | Protest Sign: Eggs are for eating | Protest Sign: Egg Hunt Nao | Big Flower | Green Epicsauce | Saxophone | Chimp Friend | Metal Guitar | Ancient Firecracker | Bauble Staff | Soul Lantern | Bugle | Slush Cannon | Shark Launcher | Silly Guitar | A Very Special Monster | Teddy Bloxpin | Epicsauce | Didgeridoo",428
KubaczXXL,2254217413,2025/01/30,52,2749,n,Error,Watermelons,Doge,,"",203
pandaplayergi,521474464,2025/01/18,52,2749,n,.,Easter Aura,Ferret,Ascend,"Torch | Bloxxy Radar | Staff of the Woodlands | Speech Bubble",608
dada1071da,1817306254,2024/08/10,52,2748,n,:-),Yellow flame,,Spaghettificate,"Stop Hitting Yourself | Didgeridoo | Ra'k Guitar | Epicsauce | Sparkler | Big Flower | Spray Paint",410
X_3m,419234401,2025/02/28,52,2748,n,,Target,,Disappear,"Noob Pop | Starfish | Smore | Cowbell | Double Cheezburger | Slurpee",840
ghost76XDi,701356429,2025/01/23,52,2748,n,,,,Comic Thwack,"Bloxilicious Bubble Gum | Laser Finger Pointers | Misfortune Cookie | Panda Friend | Haunted Pizza | Disguise Watch | EPIC Stamper | Dance Potion | Skeleton Foam Finger | Squid Launcher | Monster Friend | Tom's Beans | Frost Potion | Chameleon Potion | Noise Maker | Torch | Rock It Guitar | Staff of the Woodlands | Stop Hitting Yourself | Fortune Telling Eight Ball | Saxophone | Pumpkin Bucket | Halloween Sparkler | Cherry Pie | Marshmallow Chirp | Tambourine | Teddy Bloxpin | Didgeridoo | Dragonshead Cannon | Big Flower | Hot Dog | Clown Bomb | RedBLOX | Bug Net | Latke | Green Epicsauce | Ghost Bag | Flower Feet | Flute | Protest Sign: Noobs | Bloxxy Radar | Sparkler | Monster Mash | Bloxiade | Cursed Mummy Friend | Lightblox Jar",840
CandyKatuza,151380429,2025/01/16,52,2748,n,Stranger,Floating Flower,Gentleman Octopus,Top of Tree,"Egg Hammer | Ice Staff | Pumpkin Gun | Killer Whale Launcher | Slush Cannon",826
lctwr,3485226570,2024/08/20,52,2748,n,Cadet,Floating Flower,,Comic Thwack,"RedBLOX | Neon Laser Launcher | Item of Sentiment | Carnagecopia | Squid Launcher | Otherworldly Sceptre | Protest Sign: Save the Noobs | Stop Hitting Yourself | Piggybank | Giant Ninja Star | Crab Horde | Metal Guitar | Selfie Stick | Nunchucks | Red Balloon",276
cozyrituals,908117409,2024/05/27,52,2747,y,Cute,,Little Bunny,The Claw,"Alpaca Plushie | Powerful Paintbrush | Boba Tea",840
creeperyo12,504560226,2024/05/30,52,2747,n,Epic,Confetti,UFO,Ragdoll,"Laser Finger Pointers | Clown Bomb | Halloween Sparkler | Dance Potion | Monster Mash | Metal Guitar | Confetti Cannon | Moonwalk Potion",840
lance27cho,921775511,2024/07/24,52,2747,n,shrugface,Global Snowglobe,Chick Magnet,Bouncy,"Christmas Tree Launcher | Egg Locater | Ultra-Flat Spray Paint | Fortune Telling Eight Ball | Slush Cannon | Torch | Pest Hammer | Big Flower",608
06xqx,1707992360,2024/10/03,52,2747,n,.,Rainbow Sparkles,Fluffy Unicorn,Eggify,"Ghost Potion | Stop Hitting Yourself | Neon Laser Launcher",826
sairah9,96224135,2024/04/01,52,2747,n,,,,,"Dragonshead Cannon | Egg Locater | Slush Cannon | Rolling Pin | Stop Hitting Yourself | Laser Finger Pointers | Pest Hammer | Item of Sentiment | Staff of the Woodlands",356
