Username,ID,SurveyDate,Level,Wins,VIP,Title,Effect,Pet,Death,GearEquipped,ISO
legonka,672974515,2024/06/02,42,1737,n,Charismatic,Conscience,Bunny Egg,Drop Robux,"Snowball | Compass | Egg Locater | Otherworldly Sceptre | Sign: This Is NOT Epic | Bighead Potion | Epic Popper | Chocolate Milk | Pumpkin Bucket | Bug Net | Ham Bone | Big Flower | The Celebrator | Slush Cannon | Slurpee | RedBLOX | Basketball | Foam Finger | EPIC Stamper | Christmas Cookie | Red Pirate Juice | Disguise Watch | Taco | Metal Detector | Egg Hammer | Hot Dog | Pirate Juice | Goblet | Pest Hammer | Slushie | Staff of the Woodlands | Ice Cream | Teddy Bloxpin | Cymbals | Pinata Bat | Hot Chocolate | Fortune Telling Eight Ball | Chick Horde | Torch | Piggybank | Protest Sign: Eggs are for eating | Marshmallow Chirp | Pumpkin Gun | Bloxiade | Rolling Pin | R-80 | Selfie Stick | Ancient Firecracker | Ultra-Flat Spray Paint | Green Epicsauce | Face Off Potion | Soul Lantern | Flute | Protest Sign: Noobs | Bauble Staff | Epiczza | Noob Pop | BANG! | Starblox Latte | Sign: This Is Epic",643
NinjaManSnakeEyes,448380583,2024/06/16,42,1737,y,Demigod,Aura,,Separate,"Stop Hitting Yourself | Cake | Latke | Clown Bomb | Ticket Launcher | Pom-Poms | Monster Mash | Blue Throwing Barrel",840
Spring123lmao,597612140,2024/12/22,42,1737,n,Bri'ish,,,Water Drop,"Pest Hammer | Pinata Bat | Banjo",826
Lyrixx567,2749870521,2024/09/06,42,1737,n,Cute,Wisps,,Ascend,"Science Project: Potato | RedBLOX | Basketball | Neon Laser Launcher | Fortune Telling Eight Ball | Cherry Pie | Tambourine | Ultra-Flat Spray Paint | Ink Launcher | Chameleon Potion | Bunch of Balloons | R-80 | Flower Feet | Exploding Heart | Foam Finger | Magical Umbrella | Pest Hammer | Green Epicsauce | Paint Grenade",840
hshshahdnxzn,1789711437,2024/09/22,42,1737,n,shrugface,Butterflies,Big Friendly Bee,Ascend,"Otherworldly Sceptre | Ticket Launcher | Big Stick | Pest Hammer | Pumpkin Gun | Staff of the Woodlands",643
farhanthecoolbro,406257375,2024/06/28,42,1737,n,Cool,Cyan flame,Ollie Octopus,Gravestone,"Alpaca Plushie | Ink Launcher | Jack Frost | Stop Hitting Yourself | Piggybank | Science Project: Volcano | The Fiery Sun | Spray Paint",784
kiyusia,1603843077,2025/01/13,42,1737,y,11th Seasoneer,Vivid Stars,Little Python,Curse,"Winsome Wizard Wand | Sea Sorcerer Staff | Cherry Pie | Saxophone | Snowball Cannon | Shade Potion | Otherworldly Sceptre | Anubis Staff",840
Sachi0975,2426240482,2024/09/05,42,1737,n,,Floating Flower,,Lightning,"Stop Hitting Yourself | RedBLOX | Wooden Sword | Foam Finger | Clown Bomb | Torch | Starblox Latte | Pest Hammer | Saxophone | Squid Launcher",608
LavaLion2222,1373562166,2025/02/15,42,1737,n,Wealthy,,Piggy bank,,"Pizza | Saxophone | Hot Dog | Bloxxy Radar",826
Leafa483,154063296,2024/06/25,42,1737,n,,Bananas,Hedgehog,,"Frost Potion | Chimp Friend | Torch | Apple Pie | Staff of the Woodlands | Fake C4 | Pest Hammer | Saxophone | Bloxxy Radar",124
mlw_n,3096186302,2024/06/02,42,1737,y,Nametag,Red Anime Aura,Dark Pegasus,The Claw,"Mega Mallet | Otherworldly Sceptre",840
eevlk,2864975444,2024/05/20,42,1736,y,Nametag,The Blue Strange,,Lightning,"Witches Brew | RedBLOX | Basketball | Snowball | Disguise Watch | EPIC Stamper | Noob Pop | Alpaca Plushie | Marching Drum | Item of Sentiment | The Christmas Creep | Egg Locater | Egg Hammer | Exploding Heart | Bonk Bat | Pest Hammer | Rock It Guitar | Instant Snowman | Menacing Mage Energy Ball | Cymbals | Spray Paint | Earth Horn | Fortune Telling Eight Ball | Big Stick | Vine Staff | Cherry Pie | Love Hurts Ray Gun | Frosty the Snowfriend | Flower Crossbow | Big Flower | Chick Horde | Roblox Snowglobe | Speech Bubble | Moneybag | Carrot Slingshot | Flute | Game Studio Executive Briefcase | R-80 | Saxophone | Soul Lantern | Watermelon | Ancient Firecracker | Clown Gun | Santa | iLift Three | Whoopee Cushion | Eggstaff | Annoying Elf",634
temucit,2296829489,2024/10/22,42,1736,n,Minigamer,,,Camouflage,"Stop Hitting Yourself | Panda Friend | Chicken Gun | Protest Sign: Eggs are for eating | Marching Drum | Squid Launcher | Eggshot | Chimp Friend | Cursed Mummy Friend | Big Flower | Soul Lantern | Protest Sign: Noobs | Fortune Telling Eight Ball | Teddy Bloxpin | Pest Hammer | Magic Dragon | Staff of the Woodlands",682
applepieyikes,2275515280,2024/11/19,42,1736,n,,White flame,Mini Easter Bunny,Shatter,"Icicle Cannon | Dance Potion | Brighteyes's Sparkling Shillelagh | Megagavel | Smashing Drum | Megaphone | Stop Hitting Yourself | Caltrops | Soul Lantern | Fortune Telling Eight Ball | Protest Sign: Pro Fake Mustache | Helper Cannon | Frisbee",840
auntesic,1671436278,2025/03/01,42,1736,n,Epic,Zzzz,Bandleader Guinea Pig,Explode,"Staff of the Woodlands | Selfie Stick | Alpaca Plushie | Monster Mash",608
Messy_Motion747,1867375607,2024/06/08,42,1736,n,.,Zzzz,Round Cat,Pop,"Killer Whale Launcher",458
toothclean,994992554,2024/07/28,42,1736,n,Demigod,,,Disco,"Stop Hitting Yourself | Protest Sign: Eggs are for eating | Christmas Cookie | Monster Mash | Item of Sentiment | Big Flower",410
pinkxcrowx,1648440604,2024/11/30,42,1736,n,,,Rudolph the Reindeer,Ascend,"Stop Hitting Yourself | Green Epicsauce | Flute | Slush Cannon | Christmas Tree Launcher | Noob Hot Chocolate | Pest Hammer | Fortune Telling Eight Ball | Staff of the Woodlands",840
houlston_4,4856459547,2024/10/14,42,1736,y,Nametag,,,Gravestone,"Laser Finger Pointers | Throwing Barrel | Marching Drum | Item of Sentiment | Hot Dog | Stop Hitting Yourself | Shrunken Head | Inflatable Saxophone | Disguise Watch | The Fiery Sun | Powerful Paintbrush",826
tty4x,44773664,2024/11/03,42,1736,y,Psycho,Golden Rays,,Helium Head,"Throwing Barrel | Otherworldly Sceptre | Megagavel | Bugle | Staff of the Woodlands",840
de7dgirl,2971738380,2024/06/06,42,1736,y,Princess,,Jumbo Snail,Big Bunny,"Inflatable Saxophone | Stop Hitting Yourself | Red Balloon | Big Flower | Selfie Stick | Otherworldly Sceptre | Green Epicsauce | Bonk Bat | Pest Hammer | Saxophone",826
220733el,838875169,2024/09/21,42,1736,n,,,,,"Egg Locater | Otherworldly Sceptre | Protest Sign: Eggs are for eating | Protest Sign: Noobs | Protest Sign: Egg Hunt Nao | Staff of the Woodlands | Zombie Protest Sign",840
tsootsoo,288406975,2025/02/12,42,1736,n,Epic,,Cat,,"Staff of the Woodlands | Flower Feet | Disguise Watch",300
Nake_hi,4949430692,2024/12/22,42,1736,y,,,,,"Snowball Cannon | Bauble Detector",410
fluffy_kittens5445,1575857829,2025/03/08,42,1736,n,,,,Shatter,"",840
PH4NTOMG4M1NG,1408405219,2024/07/03,42,1736,n,Epic,Lightning Storm,,,"Stop Hitting Yourself | Didgeridoo | Clown Bomb | Staff of the Woodlands",608
lvmprz,2066284933,2024/04/08,42,1735,y,Princess,Festive Lights Trail,,Sleigh of Prey,"Stop Hitting Yourself | Protest Sign: Eggs are for eating | Chick Horde | Jingle Bell Launcher | Epic Popper | Egg Hammer | Slushie",840
exgrIfwend,1476813582,2024/11/19,42,1735,y,NPC,,Tasmanian Devil,Ghost,"Christmas Tree Lights | Alpaca Plushie | Bandit Dog | Stop Hitting Yourself | Pinata Bat | Pumpkin Bucket | Starfish | Big Flower | Science Project: Volcano",756
RaposaTYW,2820375397,2025/03/09,42,1735,n,Writer,Protected,Song Bird,Skeletonize,"Disguise Watch | Alpaca Plushie | Otherworldly Sceptre | Ice Staff | Snowman Gun | Hand Cannon | Hypnocannon | Staff of Double Disasters | Double Cheezburger | Flower Crossbow",076
ZXVQ19,2520802720,2024/11/11,42,1735,y,Nonchalant,Aqua Aura,Arctic Fowl,Explode,"Throwing Barrel | TOMATOES! | Item of Sentiment | Chimp Friend | Otherworldly Sceptre | Epic Popper | Pest Hammer | Staff of the Woodlands | Stop Hitting Yourself | Pumpkin Gun | Pinata Bat | RAIG Table | Killer Whale Launcher | Metal Guitar | The Celebrator | Confetti Cannon | Red Stratobloxxer | Shade Potion | Selfie Stick | Fire Breath Potion | Inflatable Saxophone | Pom-Poms | Ra'k Guitar | Rainbow Fireworks",124
AqeelAsha09,860416588,2024/10/11,42,1735,n,Epic,Watchful Eye,Pink Eye,Drop Stars,"Stop Hitting Yourself | Pest Hammer | Metal Detector | Torch",458
icantstop_pooingcorn,1479623441,2025/03/02,42,1735,n,Cadet,Green sparkles,Gremlin,Zero Gravity,"Shrunken Head | Saxophone",840
Adamiscool10235,1876983840,2025/01/26,42,1735,y,Vibrant,Cosmic Trail,Raincoat Duck,Comic Thwack,"Stop Hitting Yourself | Laser Finger Pointers | Neon Throwing Stars | Lightblox Jar | Ticket Launcher | Spell Book of Ice Cold Revenge",578
MINEBLOXSTUDIO1234,923442858,2025/01/25,42,1735,n,)-:,,,,"Bloxiade | Moneybag | Stop Hitting Yourself",051
pepp6r,457690249,2025/01/19,42,1735,n,Noob,,,Pop,"Otherworldly Sceptre | Pizza",840
sarinhabloxgamer,1160057458,2024/07/24,42,1735,n,Princess,Strawberries,Scorch the Ever Faithful,,"Rolling Pin | Ultra-Flat Spray Paint | Red Stratobloxxer | Foam Finger | Monster Friend | Pom-Poms | Noise Maker | Flower Feet | Protest Sign: Save the Noobs | Chocolate Milk | Teddy Bloxpin | Whoopee Cushion | Starblox Latte | Nunchucks",076
isa4eternity,1154226230,2025/02/09,42,1735,n,skulls,Confetti,,Avalanche,"",840
johnturkece,1529775455,2024/10/23,42,1734,n,,Black flame,LOLHOO,Abduct,"Pest Hammer | Soul Lantern | Giant Ninja Star",840
captainswan31,344776318,2024/08/03,42,1734,n,Demigod,Watermelons,Blorb,Camouflage,"Beach Staff | Flower Feet | Torch | Staff of the Woodlands",840
HuIk_RobIox,387613341,2024/11/09,42,1734,n,,Asteroids,Crow,Shatter,"Epicsauce | Tom's Beans | Laser Finger Pointers | Chocolate Bunny | Big Flower | Throwing Barrel | Tennis Racket | Starfish | Teddy Bloxpin | Space Sandwich | Dance Potion | Ra'k Guitar | Staff of the Woodlands",484
Beyakita321,1806478397,2024/07/02,42,1734,n,Demigod,,The Cube,Ragdoll,"Stop Hitting Yourself | Pest Hammer | Metal Guitar | Epicsauce | Teddy Bloxpin | Dragonshead Cannon | Staff of the Woodlands",484
CH4RM3Y,337031257,2025/02/18,42,1734,n,Lovebird,Halo,,Cupid's Arrow,"iLift Three | Anubis Staff",840
MysticalFox_9,1089904831,2024/06/18,42,1734,n,Demigod,Cookies,Ghost Dragon,Brick,"Foam Finger | Bloxiade | Protest Sign: Noobs | Hot Dog | Goblet | Teddy Bloxpin | Compass | Starblox Latte | Chocolate Milk",840
morilecc,120639154,2024/11/01,42,1734,n,INSOMNIAC,Butterflies,Rainbow Phoenix,,"Soul Lantern | Epic Popper | Pirate Juice | Chocolate Milk | Pinata Bat | Metal Detector",705
DrrKoa,3780966854,2024/09/07,42,1734,y,Spooky,Ghosts,Gourd Friend,Vanish,"Bacon Frying Pan | A Very Special Monster",840
cutekittyrl,928363817,2024/06/19,42,1734,n,Epic,Blue sparkles,,Shatter,"Stop Hitting Yourself | R-80 | Disguise Watch | Cherry Pie | Torch | Flower Feet | Protest Sign: Noobs",792
Itz_Meganzzz3,1146414105,2024/08/08,42,1734,n,,,,,"Epicsauce | RedBLOX | Cymbals | Foam Finger | Christmas Cookie | Goblet | Bloxiade | Monster Mash | R-80 | Roblox Snowglobe | Rolling Pin | Latke | Red Foam Finger | Ultra-Flat Spray Paint | Fortune Telling Eight Ball | Face Off Potion | Taco | Witches Brew | Flute | Starblox Latte | Hot Dog | Pirate Juice | Jingle Bells | Chocolate Milk | Cursed Mummy Friend | Marshmallow Chirp",682
superRrGirl2020,1963706384,2024/08/10,42,1734,n,Princess,Butterflies,Fluffy Unicorn,,"Witches Brew | Bloxilicious Bubble Gum | Snowball | Foam Finger | Ice Cream | Skeleton Foam Finger | The Christmas Creep | Tom's Beans | Chimp Friend | Taco | Slingshot | Torch | Pirate Juice | Chocolate Milk | Starblox Latte | Bloxxy Radar | Stop Hitting Yourself | Cake | Waffle | Halloween Sparkler | Smore | Marshmallow Chirp | Frosty the Snowfriend | Teddy Bloxpin | Santa | Roblox Snowglobe | Noise Maker | Bloxiade | Pizza | Christmas Cookie | Goblet | Latke | Face Off Potion | Watermelon | Flute | Space Sandwich | Saxophone | Spinning Robot Helmet | Jingle Bells | Compass | Hot Dog | Lightblox Jar",818
Butterfly_me00w,3581476039,2024/10/15,42,1734,n,Loser,Aura,Capybara,Terminate,"Epicsauce | Starfish | Flowersplosian | 8-Bit Staff | Ultra-Flat Spray Paint | Moonwalk Potion | 8-Bit Ninja Stars | Pest Hammer | Caltrops",643
tarintu,1811935131,2024/09/24,42,1734,y,skulls,Rainbow Sparkles,,Pop,"Earth Horn | Killer Whale Launcher | Item of Sentiment | Shark Launcher | Bonk Bat",840
maritza_baconn223,4574227739,2025/03/02,42,1734,y,.,Supernova,Baby Lamb,The Claw,"Super Slash Cat Claws | Alpaca Plushie | Shark Launcher | Ink Launcher | Rock It Guitar | Stop Hitting Yourself | Breath of Ice | Bongos | Staff of Neverending Frost | RoVacuum | Saxophone | Hand Cannon | EPIC Stamper | Victrola | Frost Potion | Mega Mallet | Magical Umbrella | Yellow Card | Banjo | Pumpkin Gun | Science Project: Volcano | Double Cheezburger | Killer Whale Launcher | Smashing Drum | Confetti Cannon | Touchdown Football",840
liqwstt,1523618714,2025/02/04,42,1734,n,INSOMNIAC,Crimson Array,,Explode,"Flashbang | Neon Throwing Stars | Bacon Launcher | Pest Hammer | Beast Claws | Tennis Racket | RedBLOX | Poison Picnic",203
iiQuakeWafflez,180111414,2024/05/04,42,1734,n,Epic,Orange flame,Tiny Elephant,,"Cherry Pie | Torch | R-80 | Saxophone | Fortune Telling Eight Ball",840
angelbabyjb,648965293,2024/11/10,42,1733,n,Sk8r,Zzzz,Crow,Disappear,"Victrola | Monster Mash",124
ahmedanter2020,1664885680,2024/12/01,42,1733,n,NPC,Black sparkles,Haunted Cheezburger,Ascend,"Foam Finger | Pumpkin Gun | Stop Hitting Yourself | Eggstaff | Big Flower | R-80 | Protest Sign: Noobs | Epicsauce",682
xXgamerProGod,942452148,2025/02/04,42,1733,n,Competitive,,Evil Snowman,Bouncy,"Noob Pop | Ink Launcher | Dragonshead Cannon | Saxophone | Stop Hitting Yourself | Gravity Gun | Mega Mallet | Red Stratobloxxer | Selfie Stick | Ra'k Guitar",840
coolgirllolsky,705567431,2024/10/13,42,1733,n,,Roses,,,"Protest Sign: Noobs",840
karaeita,1241030434,2025/01/08,42,1733,n,,,,Top of Tree,"Otherworldly Sceptre | Snowball Cannon | Bauble Detector",124
Tono_MS,2459752669,2024/11/16,42,1733,n,Imbecile,Zzzz,,Abduct,"Shark Launcher | Squid Launcher | Rolling Pin | Egg Hammer",484
doyourememberme_ly,977029650,2024/07/12,42,1733,n,Sweetheart,Roses,,,"Sparkler",608
purr_zzz,4606725686,2024/04/16,42,1733,n,Myth,Magic Barrier,Spectral Spider,Ghost,"Basketball | Inflatable Saxophone | Alpaca Plushie | Rolling Pin | Sign: This Is NOT Epic | Metal Detector | Flower Feet | Compass",840
Pixiess_xo,1458159109,2024/12/16,42,1733,y,Neanderthal,Confetti,Robot Horse,Abduct,"Skull Gun | Bloxilicious Bubble Gum | Eggstaff | Fortune Telling Eight Ball | Clown Bomb | Cherry Pie | Tambourine | Teddy Bloxpin | Shark Launcher | Rolling Pin | Lightning Wand | Bauble Detector | Green Epicsauce | Chocolate Bunny | Epicsauce | RedBLOX | Flower Feet | Magical Umbrella | 8-Bit Staff | Bonk Bat | Protest Sign: Eggs are for eating | Starblox Latte | Lightblox Jar",376
ShiruTheFox,1299910206,2024/09/03,42,1732,n,Epic,,,,"Egg Locater | Tambourine | Misfortune Cookie | Monster Mash | Waffle | Green Epicsauce",840
ikeptwishing,619256458,2025/01/04,42,1732,n,Psycho,,,Helium Head,"",356
DW_WIZARD,1457228252,2024/07/16,42,1732,n,Magician,Aura,Redrune Raider,Spaghettificate,"Stop Hitting Yourself | Big Flower | Selfie Stick | Pest Hammer | Hot Chocolate | Item of Sentiment",840
SirTopanHat,15207069,2024/10/04,42,1732,n,,,,,"Stop Hitting Yourself | Pizza | Starblox Latte | Hot Chocolate | Rolling Pin | Saxophone | Squid Launcher",840
Bravery690,1522440355,2024/10/15,42,1732,n,Brave,,,Zero Gravity Ragdoll,"Pest Hammer",840
flyioda,3877532194,2024/12/15,42,1732,n,King,Glitch,Orinthian Falcon,Zero Gravity Ragdoll,"The Midas Glove | Otherworldly Sceptre | Snowball Cannon | Bauble Detector",643
njezna_dusa,1728819537,2025/01/25,42,1732,n,.,White sparkles,Doge,Ragdoll,"Christmas Tree Lights | R-80 | Wooden Sword | Green Epicsauce",000
seventhdose,135131854,2024/06/10,42,1732,n,,,,,"AFK Sign | Whoopee Cushion | Pirate Juice | Otherworldly Sceptre | Metal Guitar",840
liaaamiie,468794794,2024/05/11,42,1732,y,,Easter Aura,Bunny Egg,Shatter,"EPIC Stamper | Steampunk Zapper | Selfie Stick | Otherworldly Sceptre | Ticket Launcher | Egg Hammer | Fake C4",840
groovymaj,1031936063,2024/05/20,42,1732,n,,,,Spaghettificate,"Throwing Barrel | Protest Sign: Noobs | Sparkler | Teddy Bloxpin | Stop Hitting Yourself | Epicsauce | Lightblox Jar",840
Cat_gamergirly,1787098743,2024/08/13,42,1732,n,,,,,"Stop Hitting Yourself | Frost Potion | Green Epicsauce | Chameleon Potion | The Christmas Creep | R-80 | Flower Feet | Christmas Cookie | Foam Finger | Dance Potion | Face Off Potion | Dragonshead Cannon | Staff of the Woodlands",276
ryuuxing,1647611208,2024/09/14,42,1731,n,,Sprinkling Snowflakes,Bunny Egg,Drop Stars,"Misfortune Cookie | Haunted Pizza | Christmas Cookie | Skeleton Foam Finger | The Christmas Creep | Monster Friend | Red Pirate Juice | Egg Locater | Pizza | Flower Feet | Chocolate Milk | Staff of the Woodlands | Stop Hitting Yourself | Cymbals | A Very Special Monster | Pumpkin Bucket | Halloween Sparkler | Tambourine | Teddy Bloxpin | Santa | Roblox Snowglobe | Ticket Launcher | Wooden Sword | Big Stick | Nunchucks | Epicsauce | Watermelon | Hot Chocolate | Flute | Metal Guitar | Clown Bomb | Frosty the Snowfriend | Jingle Bells | BANG! | Cursed Mummy Friend | Lightblox Jar",152
emilrettt,39576378,2025/01/29,42,1731,y,Rat Title,Lightning Cloud,,The Claw,"Otherworldly Sceptre | Jack Frost | Snowman Gun | Princess Mischief's Wand",531
napo2323,150526897,2024/07/31,42,1731,n,Eggceptional,Musical Barrier,Raptor,,"Laser Finger Pointers | Saxophone",752
NaturSpinne3,4167019225,2024/10/15,42,1731,n,Alert,White Divergent,Blue Tired Tortoise,Big Bunny,"Beach Staff | Baseball Bat | Spider Flinger | Otherworldly Sceptre | Inflatable Saxophone | Starfish | Misfortune Cookie | Flower Crossbow | Soul Lantern | Touchdown Football",276
Rainb0whearts12,1400757881,2024/12/13,42,1731,n,,,,Ghost,"Bloxilicious Bubble Gum | Wooden Sword | April Showers | Green Epicsauce | Halloween Sparkler | Flower Feet | Apple Pie | Stop Hitting Yourself | Flute",124
sillygoofydex,157731317,2024/12/18,42,1731,n,skulls,Zzzz,Cat,Drop Stars,"Stop Hitting Yourself | Cymbals | Fake C4 | Item of Sentiment | Flute | Green Epicsauce | Monster Mash",840
notslyy,1035526919,2024/08/25,42,1731,n,Swedish,Target,,Burn,"Megagavel | Torch | Stop Hitting Yourself",840
I1vsz,2634576668,2024/12/27,42,1731,n,,Shadow Feet,,Spaghettificate,"Otherworldly Sceptre | Snowball Cannon",076
marsh_mllw89912,4904201011,2024/10/03,42,1731,n,Introvert,Vampiric Epic faces,Little Penguin,Lovely Explosion,"Chicken Gun | Carnagecopia | Otherworldly Sceptre | Sign: This Is NOT Epic | AFK Sign | Science Project: Potato | Killer Whale Launcher",076
Laughter_Face,96274884,2025/01/21,42,1731,n,Swedish,,,,"Neon Laser Launcher | Foam Finger | Dance Potion | Annoying Elf | Green Epicsauce | Pest Hammer | R-80 | Pom-Poms | Rainbow Fireworks",752
ThalesgamesBR0,483345158,2025/03/10,42,1731,n,Chef,Protected,,Skeletonize,"Dragonshead Cannon | Metal Guitar | Stop Hitting Yourself | Magical Umbrella",076
coolJ0HNcool,1616410013,2024/07/31,42,1731,n,.,Yellow flame,,Freeze,"Stop Hitting Yourself | Basketball | R-80 | Disguise Watch | Ancient Firecracker | Clown Bomb | Epicsauce | Chocolate Bunny | Pest Hammer | Zombie Protest Sign",826
whaatthefish,476889172,2024/05/18,42,1731,n,Legend,,,Ragdoll,"Wooden Sword | Red Foam Finger | Sign: This Is Epic | Selfie Stick | Drone | Foam Finger | Apple Pie | Cake",840
nel_Kun01,2342765265,2024/12/25,42,1731,n,.,Lemons,Bunny,Gravestone,"Winter Snowfall | Basketball | Frost Potion | Snowball | Monster Mash | Chameleon Potion | Saxophone | Drone | Protest Sign: Noobs | Cherry Pie | Chocolate Milk | Staff of the Woodlands | Whoopee Cushion | Santa | The Christmas Creep",152
Imagine_170,2852443440,2024/11/26,42,1730,n,,,,Zero Gravity,"Stop Hitting Yourself | Dragonshead Cannon | Pest Hammer",840
rottedzombi,369948034,2025/03/09,42,1730,y,Cute,Flower Ring,Round Cat,Rocket Head,"Panda Friend | Alpaca Plushie | Otherworldly Sceptre | Snowman Gun | Berry Sweet Boba | Inflatable Saxophone | Mega Mallet | Moneybag | Green Epicsauce",840
possum_skull,853558230,2024/08/12,42,1730,n,,,Gremlin,Ragdoll,"Disguise Watch | Watermelon | Whoopee Cushion",840
megaGuiRexMex,195685814,2025/02/23,42,1730,n,Evil,,Fancy Duck,,"Otherworldly Sceptre | Moneybag",620
carichans,1151522028,2024/11/04,42,1730,n,,Purple sparkles,,Drop Stars,"",484
EUKYZ,1053999222,2024/12/07,42,1730,n,:-),Floating Flower,,,"Laser Finger Pointers | Halloween Sparkler | Nunchucks | Pirate Hook | Flute | Apple Pie | Saxophone | Latke",528
maxomoore,419091229,2024/08/04,42,1730,n,,Aura,Big Friendly Bee,The Claw,"Big Stick | Otherworldly Sceptre | Face Off Potion | Chameleon Potion | Egg Hammer | Staff of the Woodlands",372
MCgirlgamer_yt,797812127,2024/09/26,42,1730,y,Cool,Snowflakes,Brilliant Crown,,"Rolling Pin | Drone | Eggstaff | Dragonshead Cannon | Spray Paint | Goblet | Protest Sign: Noobs | Snowball | Tambourine | Bonk Bat | Item of Sentiment | April Showers | Staff of the Woodlands",702
xLuiis4x,2269949963,2024/05/14,42,1730,y,VIP,Purple sparkles,Brilliant Crown,Disco,"Epicsauce | Staff of the Woodlands | Ra'k Guitar | Fake C4 | Eggstaff | R-80 | Otherworldly Sceptre | Stop Hitting Yourself | Moonwalk Potion | Rock It Guitar",076
aeronomys,186995315,2024/07/16,42,1730,n,Alien,,Walrus,,"Flower Feet | Torch | Stop Hitting Yourself | Metal Guitar",124
AsyaYourBestFriend,3152116384,2024/12/29,42,1730,n,,,,Skeletonize,"Dragonshead Cannon | Staff of Neverending Frost | Snowball Cannon | Otherworldly Sceptre | Ink Launcher | Chicken Gun | Slush Cannon | War Rocks | R-80",643
PSDFGAMER,1871369788,2024/12/15,42,1730,n,Magnificent,Aurora Borealis,Polygonal Snowman,Top of Tree,"Annoying Elf | Snowman Gun | Staff of Neverending Frost | Bauble Detector | Snowball Cannon | Jack Frost | Winter Snowfall",076
driixxpy,1995098372,2025/01/07,42,1730,n,Tricky,,,Ghost,"Bandit Dog | Cymbals | Frost Potion | April Showers | Chameleon Potion | Ticket Launcher | Protest Sign: Noobs | Bauble Detector | Alpaca Plushie | Egg Locater | Flower Feet | Starblox Latte | Basketball",840
Leolego65,28824765,2024/08/23,42,1730,n,Fighter,Ominous Egg,,Drop Stars,"Red Stratobloxxer",840
Ammy926,292069380,2024/12/15,42,1730,n,Wonky,Shield,,,"Roman Candle | Otherworldly Sceptre | Staff of Neverending Frost",398
LegalBatz,448482895,2024/08/21,42,1729,y,Sussy,Yellow Ringed,Dr. Ishmael,Spaghettificate,"Neon Laser Launcher | Pest Hammer | Spray Paint | Otherworldly Sceptre",124
BlissfulAnguish,2049994000,2024/10/08,42,1729,n,INSOMNIAC,Hearts,Herbert T. Shark,Explode,"Stop Hitting Yourself | Laser Finger Pointers | Pizza | Clown Bomb | Didgeridoo | Fire Extinguisher | BANG! | Chimp Friend | Spray Paint | Metal Guitar",840
Very1ndecisive,1715010092,2024/07/02,42,1729,n,Princess,Fairy Wings,,,"Epicsauce | Misfortune Cookie | Snowball | Disguise Watch | Pinata Bat | Cherry Pie | Zombie Protest Sign | Alpaca Plushie | Protest Sign: Egg Hunt Nao | Saxophone | Protest Sign: Eggs are for eating | Big Flower | Staff of the Woodlands | A Very Special Monster | Egg Locater | Ancient Firecracker | Face Off Potion | Green Epicsauce | Stop Hitting Yourself | Metal Detector | R-80 | Protest Sign: Noobs | Magical Umbrella | Epic Popper | Bloxxy Radar | Pest Hammer | Paint Grenade",124
