Username,ID,SurveyDate,Level,Wins,VIP,Title,Effect,Pet,Death,GearEquipped,ISO
Littlemancolinhyde,3749308114,2024/06/20,48,2346,n,,,,,"Pinata Bat | Otherworldly Sceptre | Pest Hammer | Big Flower | Metal Detector",840
sssaraah,144767308,2024/05/02,48,2346,n,Princess,Zzzz,,Explode,"",124
linhcute332,950355674,2024/07/03,48,2346,n,Fighter,White sparkles,Robot Spider,Explode,"April Showers | Alpaca Plushie | Item of Sentiment | Bandit Dog | Pest Hammer | Clown Bomb | Starfish | Magical Umbrella | Stop Hitting Yourself",704
Yeet_FishyFlapJacks,1520287788,2024/12/26,48,2346,n,,,Freedom Eagle,Explode,"Annoying Elf | Snowball Cannon | Bauble Detector | Otherworldly Sceptre | Silly Guitar | Metal Guitar | Monster Mash",840
6zvu,140303951,2024/10/28,48,2346,n,Demigod,,,Avalanche,"Dragonshead Cannon | Laser Finger Pointers | Christmas Tree Lights | Throwing Barrel | Tambourine | Teddy Bloxpin | Item of Sentiment | Squid Launcher | Chimp Friend | Moneybag | Bunch of Balloons | Protest Sign: Noobs | Lightblox Jar | R-80 | Spray Paint | Bugle | Zombie Protest Sign",840
lwkfaded,1396115214,2024/07/12,48,2346,n,,,,,"Bloxilicious Bubble Gum | Foam Finger | Didgeridoo | Item of Sentiment | Staff of the Woodlands",840
IHarakiI,797457799,2024/12/21,48,2346,n,Vyrelord,,,Flatten,"The Midas Glove | Bauble Detector | Snowball Cannon | Staff of Neverending Frost | Earth's Might Staff",643
beach_boy3,238121346,2025/02/18,48,2345,n,Cute,,,,"Tambourine | Flute | Saxophone",840
ofn_emma,1303214198,2024/08/21,48,2345,n,shrugface,Butterflies,Royal Frog,Comic Thwack,"Clown Bomb | Big Flower | Soul Lantern | Silly Guitar | Pest Hammer | Spray Paint | Teddy Bloxpin | Whoopee Cushion | Saxophone | Science Project: Volcano",840
Aziheca,1515641103,2024/04/19,48,2345,n,8th Seasoneer,Fairy Wings,8-Bit Tabby Cat,Zero Gravity,"Egg Hammer",643
xClxudyOreox,1903286342,2025/02/21,48,2345,n,Angelic,Halo,Hedgehog,Ragdoll,"Neon Throwing Stars | Alpaca Plushie | Otherworldly Sceptre | Pest Hammer",124
millagacha,1062788021,2024/10/26,48,2345,n,Evil,Black flame,Green Soul,Freeze,"Soul Lantern",250
SansyRose,237612500,2025/01/04,48,2345,n,:-),Red Divergent,Bunny Egg,Shark Attack,"Red Stratobloxxer | Green Epicsauce | Silly Guitar | War Rocks | Cymbals | Bauble Detector",360
vacman111,471044425,2024/06/22,48,2345,n,,Festive Lights Trail,Cat,Sleigh of Prey,"Chimp Friend | Chocolate Milk | Wooden Sword | Slush Cannon | Pizza | Tambourine",826
Dvxrdqy,530689135,2024/06/29,48,2345,y,Nametag,Confetti,Star Buddy,Explode,"Confetti Cannon | Didgeridoo | Throwing Barrel | Cherry Pie | Party Horn | Bonk Bat | Saxophone | Big Flower",840
Y0gurtAndCereal,511649796,2024/08/04,48,2345,n,Comical,Red Divergent,,Eggify,"Red Stratobloxxer | Disguise Watch | Flower Feet | Laser Finger Pointers | Beach Gun | April Showers | Spray Paint | Skelefriend | Metal Guitar",840
arco_iris804,1271349497,2024/06/14,48,2345,n,Dull,Dark Sprite,,Explode,"Stop Hitting Yourself | Winter Snowfall | Drone | Green Epicsauce | Rolling Pin | Disguise Watch | Flute | Frosty the Snowfriend | Cursed Mummy Friend | Pirate Juice | Red Pirate Juice | Spray Paint | Saxophone | The Christmas Creep",724
lunchi3s,1546532089,2025/03/04,48,2344,n,.,,Halrog,Ghost,"Stop Hitting Yourself | Chocolate Bunny | Megagavel | Metal Guitar | Pumpkin Gun | Egg Hammer | Didgeridoo",643
prncssjddmpls,1778845642,2024/06/26,48,2344,n,.,Hearts,,The Claw,"Stop Hitting Yourself | Otherworldly Sceptre | Staff of the Woodlands",608
enebella5,939117711,2024/12/24,48,2344,n,Snowman Title,Tinsel Ring,Evil Snowman,Top of Tree,"Snowball Cannon | Pest Hammer",076
GothicAlexS,1466273599,2025/03/13,48,2344,n,Imbecile,,,Lightning,"Tee Shirt Cannon | Pest Hammer | Selfie Stick",643
Potatochipsyummuy,1658771381,2025/03/11,48,2344,n,Imbecile,,,Flatten,"Annoying Elf | Carnagecopia | Kittypult | Spinning Robot Helmet | Alpaca Plushie | Staff of Neverending Frost | Meteor Staff | Science Project: Volcano | Earth Horn | Game Studio Executive Briefcase | Snowman Gun",458
carewfull,931382028,2024/08/14,48,2344,n,Princess,,,Explode,"",233
ClownyBlack,659005499,2024/12/22,48,2344,n,,,,Disco,"",484
Liagoesplaygames,723826876,2025/03/01,48,2343,n,Captain,Target,,Shatter,"Rolling Pin",360
kizaruKOG,1318081457,2024/09/21,48,2343,n,,White sparkles,Airborne Bear,Spaghettificate,"Neon Laser Launcher | Shark Launcher | Pest Hammer | Stop Hitting Yourself | Killer Whale Launcher | Dragonshead Cannon | Hedgehog Friend | Staff of the Woodlands",704
Moonprincess84,1109851661,2024/05/20,48,2343,y,Nametag,Doodle Hearts,Winter Fairy,Lovely Explosion,"Bighead Potion",840
Dafne11zz,887062450,2024/06/04,48,2343,n,,Transistors,,,"",484
stupidsaige,2348390080,2024/06/19,48,2342,n,.,Dark Sprite,Penguin,Explode,"Dragonshead Cannon | Bloxilicious Bubble Gum | Double Cheezburger | Frosty the Snowfriend | Santa | The Christmas Creep | Christmas Tree Launcher | Red Pirate Juice | Confetti Cannon | Green Epicsauce | Ghost Bag | Liberty Torch | Epic Popper | Pest Hammer | Rock It Guitar | Chimp Friend",840
InfiniteHannah747,1174781971,2024/12/16,48,2342,y,INSOMNIAC,,,Shatter,"Laser Finger Pointers | Eggstaff | Shark Launcher | Squid Launcher | Otherworldly Sceptre | Bauble Detector | Magical Umbrella | Staff of the Woodlands | Egg Hammer | Item of Sentiment | Saxophone",124
xnmcbjchewjduyf,667243374,2024/12/15,48,2342,n,,,,Curse,"Frosted Santa | Bauble Detector | Snowball Cannon | Red Foam Finger | Disguise Watch | Otherworldly Sceptre | Saxophone",704
withlovetracy,1354308919,2025/01/22,48,2342,n,Epic,Cosmic Trail,Winter Fairy,Explode,"Laser Finger Pointers | Bacon Frying Pan | Roman Candle | Flower Feet | Whoopee Cushion | Staff of the Woodlands | Ticket Launcher | Pom-Poms",458
Isobel85,54952409,2024/12/25,48,2342,n,,,,Brick,"Stop Hitting Yourself | Flower Feet | Bauble Detector | Drone | EPIC Stamper | Protest Sign: Noobs | Chameleon Potion | Staff of the Woodlands",826
syeonjun,297648165,2024/05/25,48,2342,n,,,,,"Egg Hammer",784
lov3roni,553979969,2024/12/16,48,2342,y,Festive,Sprinkling Snowflakes,Christmas Tree,Top of Tree,"Snowball Cannon | The Christmas Creep | Bauble Detector | Christmas Cookie | Hot Chocolate | Santa | Roblox Snowglobe | Winter Snowfall | Christmas Tree Lights | Jingle Bells",036
unnati00k,1476719669,2025/02/25,48,2342,n,.,Conscience,Flying Devil,Ascend,"Alpaca Plushie | Otherworldly Sceptre | Hypnocannon | Breath of Ice | Neon Throwing Stars | Snowman Gun | Super Slash Cat Claws | Christmas Tree Launcher | Roman Candle | R-80 | Flower Crossbow | Ra'k Guitar",356
Korean_123,247312754,2025/03/09,48,2342,y,INSOMNIAC,Autumn Ritual,Halrog,Lightning,"Decoy Deploy | Otherworldly Sceptre | Epicsauce",410
eagleeye6005,1112677803,2024/06/20,48,2341,n,Delicate,,Alpaca,Ghost,"Stop Hitting Yourself | Staff of the Woodlands",826
santidoctor_56,1708516500,2025/01/15,48,2341,n,Legend,Purple flame,,Abduct,"Stop Hitting Yourself | Fortune Telling Eight Ball | Clown Bomb | Ticket Launcher | Basketball | Pest Hammer | Sparkler | Ancient Firecracker",604
Kittysophia1007,2420448348,2024/10/11,48,2341,y,VIP,Watermelons,Fiery Phoenix,Disappear,"Fake C4 | Ancient Firecracker | Spray Paint | Smore | Hot Dog | Slurpee | Torch | BANG! | Slingshot | Protest Sign: Noobs",840
niltoast,2464508739,2024/06/18,48,2341,n,Psycho,Easter Aura,Star Buddy,Terminate,"Tennis Racket | Silly Guitar | Monster Mash",840
livia_mara007,1243306184,2024/12/14,48,2341,n,,Red Divergent,Earth,Drop Stars,"Otherworldly Sceptre | Egg Locater | Egg Hammer | Disguise Watch",076
satanivc,1043516633,2024/07/09,48,2341,n,bearface,Zzzz,Airborne Bear,Ragdoll,"Pinata Bat | Noob Pop | Dance Potion | Plunger Launcher | Slush Cannon | Liberty Torch | Fake C4 | Spray Paint | Hedgehog Friend | Staff of Neverending Frost",276
MeowJacob_12,1454669920,2024/05/13,48,2341,y,VIP,Dark Sprite,,,"Stop Hitting Yourself | Party Horn | Pinata Bat",840
mopjhit,3630014113,2024/12/15,48,2341,y,INSOMNIAC,Winter Bliss,Tyrannosaurus,Baublify,"Fire Extinguisher | Disguise Watch | Throwing Barrel | Bag O Christmas Tree Seeds | Bauble Detector | Megagavel | Killer Whale Launcher | Snowball Cannon | Snowball | Epiczza",036
KwaenSempai,634489926,2024/09/24,48,2341,n,,,,Drop Coins,"Stop Hitting Yourself | Fortune Telling Eight Ball | Teddy Bloxpin | Big Flower | Tambourine | Red Foam Finger | Staff of the Woodlands",608
eyetuned,746068351,2024/11/12,48,2341,y,,,,,"Laser Finger Pointers | Annoying Elf | Panda Friend | Frosted Santa | Steampunk Zapper | Carnagecopia | Monster Friend | Otherworldly Sceptre | Slingshot | Epic Popper | Chocolate Milk | Saxophone | Epicsauce | Clown Bomb | Halloween Sparkler | Ham Bone | Protest Sign: Egg Hunt Nao | Santa | Cowbell | Christmas Tree Launcher | Carrot Slingshot | Ghost Bag | Bunch of Balloons | Slush Cannon | Cursed Mummy Friend | Witches Brew | RedBLOX | Basketball | Misfortune Cookie | Fire Extinguisher | Throwing Barrel | TOMATOES! | Marching Drum | Skeleton Foam Finger | Squid Launcher | Frost Potion | Red Foam Finger | Chameleon Potion | Jack Frost | Torch | Pirate Juice | Noob Hot Chocolate | Pest Hammer | Starblox Latte | Bauble Staff | Big Stick | Silly Guitar | Smore | Marshmallow Chirp | Frosty the Snowfriend | Bloxiade | Metal Guitar | Rolling Pin | The Fiery Sun | Wooden Sword | Nunchucks | Green Epicsauce | Punk Wrist Cuff | 8-Bit Staff | Jingle Bells | Jingle Bell Launcher | Snowball | Haunted Pizza | Disguise Watch | Apple Pie | Dance Potion | Item of Sentiment | The Christmas Creep | Lightning Wand | Egg Locater | Ink Launcher | Liberty Torch | Noise Maker | Stop Hitting Yourself | Cake | A Very Special Monster | Waffle | Spell Book of Ice Cold Revenge | Director's Clapboard | Mariachi Guitar | Staff of Neverending Frost | Badblox Hatchling | Space Sandwich | Rock It Guitar | Pom-Poms | Throwing Spork | The Celebrator | Fortune Telling Eight Ball | Bugle | Flute | Red Stratobloxxer | Moonwalk Potion | Discus | Mega Mallet | R-80 | Red Balloon | War Rocks | Slurpee | Bighead Potion | Whoopee Cushion | Soul Lantern | Didgeridoo | Lucky Harp | Bloxilicious Bubble Gum | Christmas Tree Lights | Lightblox Jar | Spinning Robot Helmet | Magic Dragon | Menacing Mage Energy Ball | Robo Companion | Christmas Cookie | EPIC Stamper | Neon Throwing Stars | Fake C4 | Staff of the Woodlands | Monster Mash | Big Flower | Eggstaff | Goblet | Red Pirate Juice | Double Cheezburger | Chimp Friend | Metal Detector | Taco | AFK Sign | Anubis Staff | Sparkler | Magical Umbrella | Bonk Bat | Magical Horseshoe | Pumpkin Gun | Party Horn | Bloxxy Radar | Dragonshead Cannon | Tambourine | Cymbals | Pinata Bat | Hot Chocolate | Zombie Protest Sign | Blueberry Pie | Ice Cream | Compass | Cherry Pie | Pool Noodle | Giant Ninja Star | Teddy Bloxpin | Retro Candy | Neon Laser Launcher | Roblox Snowglobe | Eggshot | Face Off Potion | Slushie | Selfie Stick | Game Studio Executive Briefcase | Shade Potion | Pirate Hook | Watermelon | Protest Sign: Noobs | Spider Flinger | Ghost Potion | Necromancer Staff | BANG! | Pumpkin Bucket | Rainbow Fireworks",124
oJvess,77068801,2025/01/09,48,2341,n,Princess,Illuminati,The Lapin Twins,Disco,"Beach Staff | Egg Locater | Disguise Watch | Noise Maker | Clown Gun | Saxophone | Clown Bomb | Pest Hammer | Staff of the Woodlands",124
jjvstinee,150348188,2024/06/17,48,2341,y,,,,,"Staff of the Woodlands",840
BananaGurashi,810298088,2024/12/01,48,2340,n,,,,Ascend,"Epicsauce | Cymbals | Pinata Bat | Beast Claws | TOMATOES! | Plunger Launcher | Speech Bubble | Epic Popper | Pom-Poms | The Celebrator",840
nayelibrav,449983135,2024/10/12,48,2340,n,,,8-bit Frog,Shark Attack,"Green Epicsauce | Egg Hammer | Alpaca Plushie | Teddy Bloxpin | Pest Hammer | Stop Hitting Yourself",218
Toadherofanguy3,190282780,2024/10/13,48,2340,y,,,,Drop Stars,"Otherworldly Sceptre | Bonk Bat | Pest Hammer",840
CheeseB06,2576479000,2024/12/18,48,2339,n,.,Steam Ring,Neon Horse,,"Bauble Detector | Nunchucks",528
OrangepopYum,112433416,2025/01/12,48,2339,n,.,Floating Flower,Walrus,The Claw,"Witches Brew | Frosted Santa | Silly Guitar | Tom's Beans | Snowball Cannon | Megagavel | Shuriken | Torch | Bauble Detector | Yellow Snowball",840
CatverOlivery,119764647,2024/07/12,48,2339,y,,Steam Ring,,,"Stop Hitting Yourself | Chocolate Bunny | Taco | Protest Sign: Eggs are for eating | Moneybag | Flower Feet | Chocolate Milk | Saxophone | Monster Mash",360
salamiimama,340732754,2024/09/01,48,2339,n,Sk8r,Hearts,Jellyfish,,"Watermelon | Sparkler | Ice Cream | Tambourine | Green Epicsauce | Chocolate Milk | Lightblox Jar",840
59kluv,917271191,2025/01/07,48,2339,y,,Spotlight,,Top of Tree,"Flashbang | Snowball Cannon | Tiger Friend | Spell Book of Ice Cold Revenge",840
kekaleka14,1123376244,2024/12/27,48,2339,n,,,Festive Cookie,Disappear,"Bauble Detector | Snowball Cannon",840
edwardclark2016,136830497,2024/06/30,48,2339,y,Audacious,Asteroids,,Avalanche,"Pumpkin Staff | RedBLOX | Laser Finger Pointers | Annoying Elf | Spider Flinger | Christmas Tree Lights | Blue Throwing Barrel | Steampunk Zapper | Latke | Compass | Carnagecopia | Powerful Paintbrush | Game Studio Executive Briefcase | Bauble Staff | Egg Locater | Egg Hammer | Otherworldly Sceptre | Clown Bomb | Taco | Metal Detector | Megagavel | Flower Feet | Hot Dog | Epic Popper | Bonk Bat | Chocolate Milk | Rock It Guitar | Pumpkin Gun | Stop Hitting Yourself | Frosted Santa | Ghost Potion | Pinata Bat | Double Cheezburger | Fortune Telling Eight Ball | Goblet | Big Stick | The Celebrator | Ham Bone | Staff of Neverending Frost | Badblox Hatchling | Bloxiade | Shade Potion | Chick Horde | Big Flower | Rolling Pin | Punk Wrist Cuff | Carrot Slingshot | Selfie Stick | Nunchucks | Ancient Firecracker | Green Epicsauce | Soul Lantern | Liberty Torch | Slush Cannon | Tambourine | Cherry Pie | Saxophone | Christmas Tree Launcher | Starblox Latte | Pest Hammer",840
AmbersDots,1043523685,2025/01/08,48,2339,n,Cold,Floating Flower,Sophisticated Bat,Terminate,"Alpaca Plushie | Saxophone | Paint Grenade | Cymbals | Neon Laser Launcher | Tambourine | Game Studio Executive Briefcase | Green Epicsauce | Starfish",840
jujubinha3207,1317479726,2024/12/18,48,2338,n,Toxic,,8-Bit Tabby Cat,Ghost,"Basketball | Instant Campfire | Haunted Pizza | Chicken Gun | EPIC Stamper | Apple Pie | Shark Launcher | Squid Launcher | Egg Locater | Protest: More Gear Nao | Taco | Flower Feet | Protest Sign: Save the Noobs | Bacon Launcher | Noob Hot Chocolate | Pest Hammer | Saxophone | Stop Hitting Yourself | Roboarm | Cake | Fortune Telling Eight Ball | Inflatable Saxophone | Starfish | Protest Sign: Eggs are for eating | Helen The Hiphipapotamus | Tambourine | Teddy Bloxpin | Slushie | Santa | Big Flower | Rolling Pin | Ancient Firecracker | Wooden Sword | Selfie Stick | BANG! | Green Epicsauce | Cherry Pie | Chocolate Milk | Ticket Launcher | Protest Sign: Noobs | Giant Ninja Star | Epicsauce | Pom-Poms | Starfish Shuriken | Ra'k Guitar | Rainbow Fireworks",076
1CRSCCS1,430900540,2024/10/05,48,2338,n,,,,,"",826
BeloveraLove,163215458,2024/07/06,48,2338,n,Fragrant,Fairy Wings,8-Bit Tabby Cat,,"Stop Hitting Yourself | Mega Mallet",826
citygirlsxbarbz,1541111423,2025/02/03,48,2337,n,,,,The Claw,"Chicken Gun | Squid Launcher | Super Slash Cat Claws | R-80 | Stop Hitting Yourself | Pest Hammer",840
iiKayllane,1766133005,2024/10/20,48,2337,n,Demigod,Butterflies,,Terminate,"April Showers | Pest Hammer | Clown Bomb | Disguise Watch | Bloxxy Radar",076
sweetcupcake315loll,447473905,2024/05/19,48,2337,n,,,,,"Stop Hitting Yourself | Ultra-Flat Spray Paint | Red Stratobloxxer | Green Epicsauce | Flower Feet | Magical Umbrella | Frost Potion | Ice Cream | Fake C4 | Staff of the Woodlands",840
ssealrious,5817929744,2024/10/20,48,2337,n,,,Ollie Octopus,Zero Gravity Ragdoll,"Bloxilicious Bubble Gum | Police Badge | Neon Laser Launcher | Foam Finger | Frying Pan | Alpaca Plushie | Item of Sentiment | Bacon Frying Pan | Bandit Dog | Otherworldly Sceptre | Noise Maker | Flower Feet | Torch | Magical Umbrella | Noob Hot Chocolate | Pest Hammer | Saxophone | Paint Grenade | Epicsauce | Robo Companion | Whoopee Cushion | Cake | Piggybank | Fortune Telling Eight Ball | Inflatable Saxophone | Clown Bomb | Starfish | Slushie | Panda Friend | Giant Ninja Star | Teddy Bloxpin | Red Balloon | Ticket Launcher | Big Flower | Speech Bubble | The Fiery Sun | Rock It Guitar | Selfie Stick | Big Stick | Protest Sign: Save the Noobs | Watermelon | Tambourine | Flute | Tom's Beans | Squid Launcher | Director's Clapboard | Tiger Warrior Club | Ra'k Guitar | Rainbow Fireworks",840
umtheft,307116367,2024/07/20,48,2337,n,Evil,,Cheezburger,,"Witches Brew | RedBLOX | Laser Finger Pointers | Misfortune Cookie | Snowball | Fortune Telling Eight Ball | Haunted Pizza | Pumpkin Bucket | Halloween Sparkler | Cherry Pie | Tambourine | Teddy Bloxpin | Skeleton Foam Finger | Alpaca Plushie | Squid Launcher | Stop Hitting Yourself | Green Epicsauce | Wooden Sword | Ultra-Flat Spray Paint | Silly Guitar | R-80 | Item of Sentiment | Bugle | Sparkler | Noise Maker | Magical Umbrella | Epicsauce | Cymbals | Monster Mash | Disguise Watch | Staff of the Woodlands",840
anita4irina,564089195,2024/08/09,48,2337,n,.,Light Sprite,,Disappear,"Marching Drum",250
RolyPolyPanda33,1473912113,2024/11/30,48,2337,n,,Purple sparkles,Chick Magnet,Abduct,"RedBLOX | Basketball | Misfortune Cookie | April Showers | Chocolate Bunny | Throwing Barrel | Ice Cream | Eggshot | Egg Locater | Chimp Friend | Metal Detector | Sparkler | Hot Dog | Pest Hammer | Paint Grenade | Dragonshead Cannon | Eggstaff | Protest Sign: Eggs are for eating | Tambourine | Teddy Bloxpin | Rolling Pin | Winter Snowfall | Drone | Green Epicsauce | Chocolate Milk | Watermelon | Flute | BANG! | Ancient Firecracker | Panda Friend | Cherry Pie | Spray Paint | Snowball | Bloxiade",840
eviesnizzle,970526483,2025/02/23,48,2337,n,bearface,Debuff,Kenny the Koala,Ascend,"Stop Hitting Yourself | Roman Candle | Otherworldly Sceptre | Science Project: Volcano",840
K1XEY,54895978,2024/11/09,48,2337,n,Upbeat,,,,"Ink Launcher | Item of Sentiment | AFK Sign | Frisbee",826
Cute_Zony,3578343167,2025/03/06,48,2337,n,,,,Ragdoll,"Stop Hitting Yourself",643
elxrvse,861690908,2024/12/08,48,2337,n,Fragrant,Love Aura,8-Bit Tabby Cat,Rocket Head,"Frosted Santa | Dance Potion | Shark Launcher | Hedgehog Friend | Exploding Heart | Epic Popper | Chocolate Milk | Stop Hitting Yourself | Cake | Staff of Neverending Frost | Tambourine | Santa | Moonwalk Potion | Police Badge | Chocolate Bunny | Robo Companion | Christmas Cookie | Squid Launcher | Chimp Friend | Taco | Jack Frost | Pirate Juice | Anubis Staff | Pest Hammer | Slushie | Killer Whale Launcher | Cymbals | Hot Chocolate | Fortune Telling Eight Ball | Love Hurts Ray Gun | Metal Guitar | Cherry Pie | Marshmallow Chirp | Teddy Bloxpin | Roblox Snowglobe | Epicsauce | Confetti Cannon | Beach Ball | Egg Hammer | Ticket Launcher | Protest Sign: Noobs | Ice Cream | Bundle of TNT",276
XxsophiagamexX,440935852,2024/12/24,48,2337,n,Sweetheart,Bauble Master,Evil Snowman,Terminate,"Snowman Gun | Snowball Cannon | Bauble Detector",862
Chericus,101995963,2024/06/17,48,2336,y,Saviour,Love Aura,Bat,Lovely Explosion,"TOMATOES! | Dance Potion | Monster Mash | Ink Launcher | Stop Hitting Yourself | Love Hurts Ray Gun",826
supasoapa,192118170,2024/10/12,48,2336,n,Bold,Ghosts,,Ghost,"Wooden Sword | Protest Sign: Noobs | Stop Hitting Yourself | Teddy Bloxpin | Chocolate Milk | Staff of the Woodlands | Metal Guitar",840
sumiTheDemon,2549245772,2024/09/27,48,2336,n,10th Seasoneer,Red Divergent,Scorch the Ever Faithful,Brick,"Neon Laser Launcher | Stop Hitting Yourself | Shark Launcher | Killer Whale Launcher | The Fiery Sun | Soul Lantern | Otherworldly Sceptre",076
destinytheestallionn,2695984757,2025/03/08,48,2336,n,.,Watchful Aura,Spring Fairy,Burn,"Stop Hitting Yourself | Sonic Boom Tuba | Alpaca Plushie | Selfie Stick | R-80 | War Rocks | Green Epicsauce",840
Adisonerea5,1819898993,2024/10/12,48,2336,n,.,,,,"Stop Hitting Yourself | RedBLOX | Shrunken Head | April Showers | Teddy Bloxpin | Ancient Firecracker | Ultra-Flat Spray Paint | Flute | Flower Feet | Magical Umbrella | Staff of the Woodlands",440
notengo_idea77,3685491965,2024/12/27,48,2336,n,Extrovert,,Festive Cookie,Top of Tree,"Frosted Santa | Snowball Cannon | Bauble Detector",484
Alexis_PlayzzRoblox,383980829,2024/11/06,48,2336,n,Zombie,,Ladybird,Disperse,"Chicken Gun | Monster Mash | Squid Launcher | Epicsauce | Waffle | Big Stick | Piggybank | Big Flower | Love Hurts Ray Gun | Cherry Pie | Disguise Watch",840
StyphoX2,4924425963,2024/09/14,48,2336,n,,,,Disappear,"Dragonshead Cannon | Laser Finger Pointers | Fire Extinguisher | Pest Hammer",840
gorepity,342275381,2024/09/21,48,2336,n,Geek,Conscience,Pumpkin,The Claw,"Protest Sign: Blame John | Protest Sign: Eggs are for eating | Protest Sign: Egg Hunt Nao | Sign: This Is NOT Epic | AFK Sign | Protest Sign: Touch Grass | Protest Sign: Noobs | Protest Sign: Save the Noobs | Sign: This Is Epic | Zombie Protest Sign",840
AnnaGeek1610,1175380293,2024/09/25,48,2336,n,,Bananas,,Explode,"Stop Hitting Yourself | Pizza | Haunted Pizza | Moonwalk Potion | Saxophone | Disguise Watch",376
eron994,1357174972,2024/10/12,48,2336,n,9th Seasoneer,Blue sparkles,Star Buddy,Bouncy,"Fake C4 | Confetti Cannon | Otherworldly Sceptre | Bloxxy Radar | Ticket Launcher | Torch | Saxophone",608
4vxll,318326943,2025/03/11,48,2335,n,,,,Comic Thwack,"Epicsauce | April Showers | Bug Net | Alpaca Plushie | Throwing Spork | Red Stratobloxxer | Ticket Launcher | Stop Hitting Yourself | Super Slash Cat Claws | Lightblox Jar",702
GreyHowler19,1371174650,2024/08/24,48,2335,n,.,Aura,Frigid Fox,Explode,"Staff of the Woodlands | Torch",608
IImariann,927552594,2025/01/01,48,2335,n,Ghostly,Black flame,Polygonal Snowman,Disappear,"Epicsauce | Inflatable Saxophone | Snowball Cannon | Bauble Detector",032
hrg0927,923284022,2024/09/18,48,2335,n,,,,Terminate,"Witches Brew | RedBLOX | Misfortune Cookie | Haunted Pizza | Monster Mash | Bacon Frying Pan | Chameleon Potion | Sparkler | Torch | Slushie | Staff of the Woodlands | Dragonshead Cannon | Cymbals | Fortune Telling Eight Ball | Inflatable Saxophone | Pumpkin Bucket | Cherry Pie | Tambourine | Bloxiade | Skeleton Foam Finger | Rainbow Fireworks | Magical Umbrella | Rolling Pin | BANG! | Saxophone | Drone | Nunchucks | Face Off Potion | R-80 | Bunch of Balloons | Slingshot | Protest Sign: Noobs | Red Stratobloxxer | Ultra-Flat Spray Paint | Starblox Latte | Whoopee Cushion | Goblet | Didgeridoo",410
JazzyHere,84846178,2024/10/25,48,2335,n,Psycho,Red Divergent,Halrek,Halrog of Prey,"Game Studio Executive Briefcase | Soul Lantern | iLift Three | Throwing Bolts | Anubis Staff | Spray Paint | Powerful Paintbrush | Staff of the Woodlands",840
